id,points_of_interest
0110,73
0120,44
0130,48
0140,73
0210,20
0220,37
0230,43
0240,19
0250,103
0320,4
0330,2
0340,19
0350,20
0360,59
0370,36
0410,1
0420,5
0430,41
0440,7
0450,33
0510,9
0520,9
0530,4
0540,1
0610,14
0620,9
0630,6
0640,6
0710,14
0720,26
0730,9
0740,14
0750,6
0760,2
0810,104
0820,6
0830,2
0840,3
0910,17
0920,18
0930,4
0940,2
0950,6
1010,3
1020,3
1030,3
1040,2
1110,2
1120,5
1130,11
1140,24
1150,1
1210,17
1220,12
1240,1
1250,1
