id,points_of_interest
011003,1
011004,2
012005,2
013007,2
013008,1
014009,2
014010,6
022002,1
024006,2
025007,2
025008,7
031001,1
032002,1
034006,3
034007,4
034008,1
035009,2
036012,1
036014,1
037016,3
043004,1
043005,3
043006,5
044008,1
045010,1
045011,1
051001,2
052006,3
063006,1
064008,1
071001,3
072004,1
073006,1
074007,1
074008,3
076012,1
076013,1
081001,1
081002,3
081003,1
081004,4
082006,1
082007,1
091004,1
092007,2
095017,1
095019,1
101001,1
101002,1
101003,1
111002,1
113007,4
114009,2
121001,1
121002,4
