id,points_of_interest
01100101,9
01100102,35
01100103,4
01100104,5
01100205,12
01100206,20
01100207,18
01100308,38
01100309,9
01100310,31
01100311,10
01100312,12
01100313,12
01100414,1
01100415,8
01100416,5
01200517,12
01200518,3
01200519,3
01200520,7
01200521,3
01200522,16
01200623,16
01200624,10
01200625,8
01200626,8
01200627,5
01200628,14
01200629,5
01300730,8
01300731,8
01300732,6
01300733,7
01300834,18
01300835,12
01300836,25
01400937,13
01400938,6
01400939,2
01400940,3
01400942,13
01401043,7
01401044,3
01401045,6
01401046,6
01401047,8
01401048,3
01401049,6
02100101,17
02100102,15
02100103,3
02100104,8
02100105,6
02100106,5
02200207,4
02200208,7
02200209,17
02200210,20
02200211,10
02200212,7
02200213,10
02300314,17
02300315,6
02300316,13
02300417,6
02300418,3
02300419,6
02400520,7
02400521,8
02400522,3
02400623,12
02400624,13
02400625,11
02500727,1
02500728,2
02500832,4
02500833,8
02500834,1
02500835,16
02500836,14
03100101,20
03100102,15
03100103,16
03200204,25
03200205,19
03200206,18
03200207,10
03200308,14
03200309,6
03200310,9
03300411,19
03300412,13
03300413,10
03300514,31
03300515,9
03300516,16
03300517,8
03400618,14
03400619,24
03400620,20
03400721,12
03400723,16
03400724,4
03400725,15
03400826,12
03400827,3
03400829,6
03400830,8
03400831,7
03500932,8
03500933,15
03500934,15
03500935,2
03500936,5
03501037,22
03501038,9
03601139,1
03601141,2
03601142,5
03601245,13
03601449,13
03601450,7
03601451,2
03701554,4
03701659,1
03701660,6
04100101,50
04100102,8
04200203,6
04200206,14
04200207,23
04200308,22
04200309,9
04200310,11
04200311,52
04300412,13
04300414,12
04300415,5
04300416,9
04300517,8
04300518,13
04300619,11
04300620,5
04300621,8
04300622,18
04300623,14
04300624,7
04400725,1
04400726,15
04400727,14
04400728,16
04400729,9
04400830,6
04400831,7
04400832,11
04400833,6
04400834,5
04400835,13
04500936,5
04500937,10
04500938,11
04500939,16
04501040,7
04501041,2
04501042,26
04501043,6
04501045,11
04501146,8
04501147,3
04501148,11
04501149,6
04501150,8
04501152,4
04501153,13
05100101,26
05100102,1
05100103,6
05100104,12
05100105,10
05100206,18
05100207,3
05100208,28
05100209,9
