id,points_of_interest
011002,1
011003,1
011004,4
012005,1
012006,1
014009,1
014010,2
022002,4
023003,3
023004,1
024005,2
024006,2
025008,2
034006,1
034007,1
035009,1
036011,1
036013,1
037015,3
037016,1
042003,1
043004,1
043005,1
043006,1
044008,1
045009,1
045010,2
045011,2
051003,1
053007,1
061001,2
062003,1
062004,1
063005,1
063006,2
064007,1
064008,1
071001,1
072003,2
072004,1
075011,1
081002,1
081003,4
081004,2
083010,1
091001,1
091004,1
092006,2
092007,2
094015,1
095017,2
095019,1
101001,1
101003,1
112004,1
113006,1
114010,1
114011,1
115013,2
125009,2
