id,points_of_interest
01100102,1
01100104,1
01100205,3
01100206,3
01100207,1
01100308,5
01100309,3
01100310,4
01100311,1
01100312,1
01100313,1
01100415,3
01100416,1
01200519,1
01200520,2
01200521,2
01200522,3
01200625,1
01200626,1
01200629,1
01300730,1
01300731,1
01300733,4
01300834,3
01300835,2
01300836,5
01400937,1
01400938,2
01400939,1
01400942,5
01401044,1
01401045,1
01401046,1
01401047,1
01401048,2
01401049,2
02100102,4
02100104,2
02100105,1
02100106,1
02200208,2
02200209,1
02200210,1
02200211,3
02200212,3
02200213,5
02300314,1
02300315,1
02300417,2
02300418,1
02300419,2
02400520,1
02400521,1
02400522,2
02400623,2
02400624,1
02500728,1
02500729,1
02500831,1
02500832,1
02500833,2
02500834,2
03100103,4
03200205,1
03200206,1
03200207,2
03200310,2
03300411,2
03300412,1
03300514,1
03300516,1
03400618,2
03400619,1
03400721,1
03400723,4
03400725,1
03400827,1
03400829,1
03400830,1
03500933,2
03500934,2
03500935,1
03500936,2
03501037,2
03501038,1
03601140,1
03601141,2
03601142,2
03601243,1
03601244,1
03601245,2
03601346,1
03601347,2
03601348,1
03601449,3
03601450,1
03601451,1
03601453,1
03701554,1
03701555,1
03701556,1
03701658,1
03701659,2
03701660,2
04100101,2
04100102,1
04200204,1
04200308,1
04200309,1
04200310,7
04200311,2
04300413,2
04300414,2
04300415,1
04300416,3
04300517,2
04300518,1
04300620,1
04300621,5
04300623,6
04300624,2
04400727,3
04400728,1
04400830,2
04400831,1
04400832,2
04400833,1
04400835,1
04500936,1
04500937,1
04500938,3
04500939,2
04501040,3
04501041,5
04501042,3
04501043,3
04501044,2
04501045,2
04501147,2
04501148,1
04501150,1
04501151,3
04501152,1
04501153,2
05100103,1
05100104,2
05100105,1
05100208,1
05100210,1
05100211,1
05100312,1
05100313,1
05100314,1
05100315,1
05100316,7
05200423,1
05200524,1
05200526,1
05200527,2
05200629,4
05200630,4
05200631,2
05200634,1
05300737,1
05300841,3
05400943,1
05400944,1
06100101,2
06100102,5
06100103,3
06100205,2
06100206,5
06100207,1
06100208,1
06200313,3
06200314,1
06200420,1
06200421,1
06200422,2
06200423,1
06300524,1
06300525,1
06300526,4
06300629,1
06300632,1
06300633,3
06300634,1
06400735,2
06400736,1
06400737,1
06400838,2
06400839,2
06400840,1
06400841,3
06400842,2
06400843,1
06400844,1
07100101,6
07100102,3
07100103,2
07100204,1
07100205,1
07100206,1
07200307,4
07200308,1
07200409,2
07200410,3
07200411,1
07200413,1
07300515,2
07300516,2
07300517,2
07300618,1
07300619,3
07400720,2
07400823,2
07400824,2
07400825,2
07400927,3
07501029,2
07501030,3
07501031,1
07501032,1
07501133,1
07501134,2
07601237,3
07601339,1
07601340,1
07601442,3
07601544,4
07601545,1
07601546,1
07601547,1
08100102,4
08100103,1
08100104,1
08100105,2
08100206,4
08100207,2
08100208,2
08100209,3
08100311,2
08100312,2
08100314,3
08100415,3
08100417,1
08100520,1
08200623,2
08200624,1
08200727,1
08200730,1
08200831,1
08200832,3
08300934,2
08300935,1
08301037,1
08401138,2
08401139,1
08401241,2
08401243,3
08401245,1
09100101,4
09100202,1
09100304,3
09100408,2
09200510,1
09200511,3
09200613,2
09200715,2
09200716,1
09200717,2
09200819,1
09300920,2
09300922,1
09301024,1
09301025,1
09301126,1
09401329,2
09401431,1
09401433,1
09401534,2
09401635,1
09501737,3
09501838,3
09501939,3
09501941,1
09502043,2
10100101,1
10100103,3
10100206,1
10100207,1
10100208,1
10100210,1
10100311,1
10100312,4
10100314,1
10100315,1
10200417,1
10200420,1
10200421,3
10200524,2
10200525,1
10200628,1
10200629,2
10200630,1
10300731,2
10300732,2
10300733,2
10400836,1
10400837,1
10400938,1
10400939,3
10400941,2
11100203,1
11100204,1
11100205,1
11100206,3
11100307,2
11100308,1
11200410,1
11200411,2
11200513,1
11200514,2
11300616,1
11300617,2
11300618,2
11300620,1
11300722,1
11300724,1
11300725,3
11300826,1
11400928,1
11400929,2
11400930,1
11401032,1
11401033,1
11401135,1
11401136,2
11401137,3
11501340,2
11501341,1
12100101,1
12100103,3
12100204,4
12100205,1
12200307,1
12200309,5
12200413,1
12200515,6
12400616,1
12400617,1
12400619,1
12400720,2
12400721,1
12400722,1
12400723,2
12500825,1
12500926,3
12500928,2
12601032,2
12601134,3
