id,points_of_interest
01100102,1
01100103,2
01100205,1
01100308,5
01100309,9
01100310,9
01100312,1
01100414,1
01100415,4
01100416,7
01200518,2
01200519,7
01200520,5
01200521,3
01200522,1
01200623,4
01200625,1
01200626,3
01200629,1
01300730,5
01300731,2
01300732,3
01300733,4
01300834,2
01300835,1
01300836,5
01400937,5
01400938,6
01400939,2
01400942,8
01401045,3
01401046,4
01401047,2
01401048,6
01401049,2
02100101,1
02100102,2
02100104,3
02100105,3
02100106,1
02200207,1
02200208,3
02200209,6
02200210,6
02200211,9
02200212,1
02200213,5
02300314,15
02300315,7
02300316,2
02300417,12
02300418,2
02300419,7
02400522,3
02400623,1
02400624,1
02400625,1
02500726,3
02500727,3
02500728,8
02500729,1
02500830,9
02500831,7
02500832,9
02500833,11
02500834,7
02500835,4
03200206,3
03200207,2
03200310,1
03300516,4
03400721,4
03400723,2
03400826,1
03400828,1
03500933,2
03500934,2
03500935,2
03501038,1
03601139,1
03601140,2
03601141,3
03601142,4
03601243,2
03601244,1
03601245,3
03601346,2
03601347,4
03601348,3
03601451,1
03601452,2
03701554,10
03701555,5
03701556,9
03701657,1
03701658,3
03701659,2
03701660,5
04100101,1
04100102,1
04200308,1
04200309,1
04200310,1
04200311,1
04300413,7
04300414,3
04300415,3
04300416,6
04300517,3
04300518,4
04300619,5
04300621,8
04300622,1
04300623,3
04300624,5
04400727,2
04400832,1
04400833,1
04400834,1
04400835,1
04500936,3
04500937,3
04500938,2
04500939,2
04501040,2
04501041,2
04501042,4
04501043,1
04501044,1
04501045,2
04501146,2
04501147,1
04501148,2
04501149,4
04501150,2
04501152,1
04501153,2
05100101,1
05100102,1
05100103,1
05100104,1
05100105,2
05100208,1
05100210,1
05100211,2
05100313,1
05100314,4
05100315,5
05100316,7
05100317,1
05200419,1
05200420,1
05200421,1
05200423,1
05200629,5
05200630,3
05200631,5
05200632,1
05300736,1
05300737,1
05300838,1
05300841,4
05400943,1
06100102,4
06100103,2
06100205,3
06100206,1
06100207,4
06100208,3
06100209,2
06100210,1
06200311,2
06200419,1
06200420,2
06200421,2
06200422,1
06300524,1
06300525,1
06300526,1
06300629,1
06300633,7
06400737,1
06400839,1
06400841,1
07100101,5
07100102,5
07100103,2
07100204,3
07100205,2
07100206,1
07200307,1
07200308,5
07200409,6
07200410,2
07200411,3
07200413,3
07200414,1
07300515,2
07300516,4
07300517,6
07300618,2
07300619,2
07400720,3
07400721,1
07400823,1
07400824,4
07400825,2
07400826,1
07400927,1
07400928,1
07501029,2
07501030,3
07501032,1
07501133,2
07501134,3
07601236,1
07601237,2
07601340,1
07601442,2
07601544,1
07601547,1
08100101,1
08100102,7
08100103,7
08100104,4
08100105,2
08100206,8
08100208,5
08100209,6
08100310,3
08100311,14
08100312,9
08100314,8
08100415,5
08100416,7
08100417,4
08100418,3
08100419,1
08100520,1
08100521,1
08200622,2
08200623,2
08200624,1
08200725,3
08200726,1
08200727,1
08200728,1
08200832,3
08401138,1
08401140,1
08401241,2
08401242,1
08401243,2
08401244,1
08401245,1
09100101,4
09100202,2
09100203,1
09100304,3
09100408,2
09100409,1
09200510,2
09200511,1
09200613,5
09200715,1
09200716,2
09200717,2
09300920,1
09300922,2
09401534,2
09501737,3
09501939,1
09501940,1
09502043,1
10100103,1
10100104,1
10100206,1
10100208,2
10100209,1
10100210,2
10100312,1
10200418,2
10200419,1
10200421,1
10200526,1
10300731,1
10300732,1
10400836,1
10400837,1
11200512,2
11200513,3
11200514,2
11300618,1
11300619,3
11300724,1
11300725,3
11400927,1
11400929,8
11400931,1
11401032,1
11401136,1
11501339,1
11501340,1
12100101,3
12100102,6
12100103,3
12100204,3
12100205,1
12100206,1
12200307,1
12200309,7
12200310,3
12200515,5
12400723,2
12500825,1
12500927,1
12500928,2
12500930,1
