id,points_of_interest
0110,34
0120,19
0130,6
0140,9
0210,14
0220,15
0230,12
0240,12
0250,14
0310,3
0320,1
0330,3
0340,6
0350,3
0360,16
0370,18
0410,2
0420,1
0430,16
0440,1
0450,18
0510,9
0520,7
0530,5
0540,3
0610,9
0620,2
0630,9
0640,8
0710,8
0720,10
0730,7
0740,6
0750,4
0760,2
0810,23
0820,4
0830,1
0840,2
0910,9
0920,7
0930,3
0940,5
0950,5
1010,5
1020,3
1030,3
1040,3
1110,3
1120,3
1130,18
1140,14
1150,4
1210,2
1220,4
1240,4
1250,2
1260,2
