id,points_of_interest
01100101,1
01100102,2
01100205,1
01100206,3
01100207,2
01100308,6
01100309,9
01100310,7
01100311,1
01100415,6
01100416,3
01200519,1
01200520,2
01200521,1
01200522,1
01200623,1
01200624,4
01200626,3
01200628,1
01300730,1
01300834,1
01300836,3
01400937,1
01400938,1
01400939,1
01400942,1
01401048,4
02100101,2
02100102,1
02100104,1
02200207,2
02200210,2
02200211,3
02200212,2
02200213,3
02300314,1
02300315,4
02300417,2
02300418,2
02300419,1
02400624,4
02400625,2
02500728,3
02500729,2
02500830,1
02500831,4
02500832,3
02500833,6
02500834,5
02500835,2
03100103,1
03200205,1
03200308,1
03200310,1
03300411,1
03400618,1
03400721,4
03400723,3
03400826,3
03500933,1
03500936,4
03601140,3
03601141,4
03601142,9
03601243,2
03601245,2
03601346,1
03601347,4
03601348,4
03601450,1
03601453,1
03701554,2
03701555,6
03701556,2
03701658,1
03701659,3
03701660,9
04100102,1
04200310,2
04300414,1
04300416,3
04300518,1
04300619,1
04300621,2
04300622,4
04300623,7
04300624,1
04400830,4
04400832,1
04500936,1
04500937,3
04500938,2
04500939,1
04501040,3
04501041,2
04501042,3
04501043,2
04501044,1
04501045,1
04501147,2
04501149,2
04501150,1
04501151,1
04501152,1
04501153,3
05100316,1
05200629,1
05200630,1
05300736,1
05300841,1
06100101,1
06100102,1
06100103,5
06100206,2
06100207,3
06100208,2
06100210,2
06200312,1
06200422,2
06300526,1
06300632,1
06400841,2
06400842,1
07100101,1
07100102,2
07100103,2
07100204,1
07100206,2
07200307,1
07200308,1
07200409,2
07200410,1
07200411,1
07200413,2
07300515,3
07300516,6
07300517,6
07300618,3
07300619,1
07400720,1
07400822,1
07400823,1
07400824,1
07400927,1
07501133,1
07601236,1
07601442,1
08100101,1
08100102,3
08100103,1
08100206,2
08100207,1
08100209,1
08100311,1
08100312,1
08100416,2
08100418,1
08200624,1
08200833,1
08401139,1
09100101,2
09100202,1
09200613,2
09200716,3
09200717,1
09200819,1
09300922,1
09401534,1
09401635,1
09501736,2
09501737,2
09501838,1
09501939,3
10100210,2
10100312,2
10200417,1
10200421,2
10200422,1
10200629,1
10300731,1
10300733,2
10400939,1
10400941,3
11100206,1
11100307,1
11200410,1
11200513,1
11200514,1
11300616,1
11300617,1
11300619,1
11300721,1
11300722,1
11400929,1
11401137,2
11501238,1
11501339,1
12200412,2
12200515,2
12400721,1
12500825,1
12601031,2
12601032,2
12601133,1
12601235,1
