id,points_of_interest
0110,377
0120,55
0130,24
0140,45
0210,47
0220,21
0230,34
0240,172
0250,21
0310,39
0320,13
0330,9
0340,40
0350,41
0360,37
0370,38
0410,11
0420,64
0430,101
0440,24
0450,101
0510,11
0520,13
0530,15
0540,17
0610,14
0620,8
0630,15
0640,66
0710,30
0720,16
0730,8
0740,34
0750,7
0760,3
0810,75
0820,77
0830,4
0840,2
0910,102
0920,122
0930,11
0940,48
0950,32
1010,93
1020,39
1030,8
1040,8
1110,31
1120,10
1130,56
1140,190
1150,12
1210,60
1220,21
1240,6
1250,2
1260,3
