id,points_of_interest
000000,15
011001,4
011002,1
011003,15
011004,4
012005,9
012006,8
013007,14
013008,8
014009,8
014010,10
021001,10
022002,13
023003,5
023004,7
024005,7
024006,9
025007,4
025008,11
031001,2
032003,2
033004,1
033005,1
034006,1
034007,3
034008,1
035009,3
036011,4
036013,6
036014,1
037015,1
037016,4
041001,2
042002,1
042003,2
043004,4
043005,3
043006,4
044007,1
044008,5
045009,2
045010,6
045011,5
051001,5
051003,3
052005,4
052006,1
053007,1
053008,4
054009,1
061002,3
062003,2
062004,2
063005,4
063006,2
064007,1
064008,3
071001,2
071002,3
072003,2
072004,7
073005,2
073006,4
074007,4
074008,3
074009,2
075010,5
075011,1
076012,2
081001,7
081002,9
081003,6
081004,6
081005,3
082006,1
082007,2
082008,2
083009,3
084012,1
091001,2
091002,1
091003,1
091004,3
092005,3
092006,1
092007,1
092008,3
093009,3
093010,2
093011,1
094013,2
094015,1
095017,1
095018,1
095019,2
101001,1
101002,2
101003,3
102004,1
102005,2
102006,1
103007,1
104008,1
104009,4
111002,3
111003,6
112004,2
112005,2
113006,2
113007,4
113008,1
114009,5
114010,2
114011,4
115012,1
115013,4
121001,3
121002,2
122003,1
122004,1
122005,3
124006,1
124007,6
126011,4
126012,2
