id,points_of_interest
0110,24
0120,17
0130,22
0140,18
0210,10
0220,13
0230,12
0240,16
0250,15
0310,2
0320,2
0330,2
0340,5
0350,3
0360,11
0370,5
0410,2
0420,3
0430,11
0440,6
0450,13
0510,8
0520,5
0530,5
0540,1
0610,3
0620,4
0630,6
0640,4
0710,5
0720,9
0730,6
0740,9
0750,6
0760,2
0810,30
0820,5
0830,3
0840,1
0910,7
0920,8
0930,6
0940,3
0950,4
1010,6
1020,4
1030,1
1040,5
1110,9
1120,4
1130,7
1140,11
1150,5
1210,5
1220,5
1240,7
1260,6
