id,points_of_interest
0000,192
0110,208
0120,86
0130,60
0140,90
0210,37
0220,71
0230,85
0240,43
0250,116
0310,4
0320,12
0330,10
0340,36
0350,26
0360,78
0370,49
0410,3
0420,21
0430,113
0440,13
0450,90
0510,38
0520,52
0530,19
0540,2
0610,47
0620,26
0630,30
0640,26
0710,50
0720,66
0730,28
0740,44
0750,22
0760,29
0810,160
0820,34
0830,11
0840,20
0910,42
0920,57
0930,16
0940,15
0950,28
1010,37
1020,25
1030,7
1040,13
1110,26
1120,23
1130,37
1140,36
1150,6
1210,20
1220,37
1240,12
1250,18
1260,13
