id,points_of_interest
0110,727
0120,185
0130,129
0140,152
0210,117
0220,105
0230,119
0240,101
0250,133
0310,2
0320,18
0330,13
0340,66
0350,61
0360,246
0370,174
0410,7
0420,36
0430,288
0440,53
0450,292
0510,39
0520,24
0530,34
0540,8
0610,94
0620,42
0630,61
0640,40
0710,91
0720,127
0730,104
0740,102
0750,34
0760,36
0810,198
0820,40
0830,7
0840,22
0910,74
0920,128
0930,45
0940,17
0950,38
1010,34
1020,44
1030,17
1040,64
1110,19
1120,13
1130,71
1140,47
1150,42
1210,76
1220,42
1240,37
1250,43
1260,25
