id,points_of_interest
0000,21
0110,42
0120,27
0130,22
0140,38
0210,10
0220,32
0230,46
0240,6
0250,63
0320,6
0330,4
0340,8
0350,6
0360,29
0370,37
0410,2
0420,4
0430,48
0440,6
0450,36
0510,29
0520,18
0530,7
0540,1
0610,20
0620,9
0630,11
0640,3
0710,19
0720,21
0730,15
0740,15
0750,11
0760,8
0810,96
0820,15
0840,9
0910,13
0920,12
0930,3
0940,2
0950,6
1010,9
1020,5
1030,2
1040,2
1120,7
1130,8
1140,12
1150,2
1210,17
1220,16
1240,2
1250,5
