id,points_of_interest
0110,203
0120,86
0130,60
0140,89
0210,37
0220,71
0230,84
0240,39
0250,114
0310,4
0320,11
0330,10
0340,36
0350,25
0360,76
0370,51
0410,2
0420,21
0430,111
0440,13
0450,92
0510,38
0520,51
0530,19
0540,2
0610,48
0620,26
0630,29
0640,26
0710,50
0720,65
0730,28
0740,46
0750,22
0760,29
0810,160
0820,34
0830,11
0840,20
0910,40
0920,57
0930,16
0940,14
0950,28
1010,37
1020,25
1030,7
1040,13
1110,26
1120,23
1130,36
1140,37
1150,4
1210,20
1220,37
1240,12
1250,18
1260,12
