id,points_of_interest
000000,10
011001,2
011002,23
011003,20
011004,2
012005,2
012006,1
013007,1
013008,2
014009,1
021001,6
022002,3
023003,4
024005,1
024006,2
025007,2
034007,2
036013,2
037015,1
042002,2
042003,1
043004,6
043006,7
044008,1
045010,3
045011,2
051003,2
053007,1
054009,2
063006,1
064008,6
071001,2
072004,1
073005,1
073006,1
074007,2
075011,2
076012,1
076015,1
081002,3
081003,1
081004,2
082007,1
082008,1
084012,1
091004,1
092005,2
092007,1
093011,1
094013,1
094015,2
095019,1
101003,2
102004,1
113007,2
114009,1
114010,1
122004,1
122005,1
