id,points_of_interest
011001,3
011002,6
011003,21
011004,9
012005,5
012006,7
013008,4
014009,4
014010,4
021001,3
022002,12
023003,5
023004,5
024006,6
025007,5
025008,20
031001,1
032002,1
032003,2
033004,1
034006,1
034007,7
034008,3
035009,5
036011,15
036012,4
036013,9
036014,2
037015,8
037016,15
041001,1
042003,2
043004,4
043005,1
043006,14
044008,5
045009,6
045010,12
045011,10
051003,2
052006,2
053007,1
053008,1
061001,7
061002,9
062003,1
062004,2
063005,2
063006,1
064008,3
071001,5
071002,3
072003,2
072004,6
073005,14
073006,4
074007,1
074008,2
074009,1
075010,1
075011,1
076014,1
081001,5
081002,4
081003,2
081004,4
082006,1
082008,1
084011,1
091001,2
091002,1
092006,2
092007,4
092008,1
093009,1
094015,1
094016,1
095017,4
095018,1
095019,3
101002,2
101003,2
102004,4
102006,1
103007,3
104009,4
111002,1
111003,1
112004,1
112005,2
113006,3
113007,2
114009,1
114011,2
115012,1
115013,1
122004,2
122005,2
124007,1
125008,1
126010,4
126011,1
126012,1
