id,points_of_interest
011001,4
011002,13
011003,17
011004,15
012005,14
012006,11
013007,10
013008,12
014009,26
014010,9
021001,16
022002,27
023003,8
023004,7
024005,5
024006,13
025007,14
025008,17
031001,2
032002,12
032003,1
033004,5
033005,5
034006,2
034007,17
034008,11
035009,18
035010,3
036011,22
036012,7
036013,19
036014,15
037015,20
037016,27
041001,1
042003,10
043004,8
043005,5
043006,40
044007,6
044008,26
045009,32
045010,40
045011,46
051001,2
051002,1
051003,10
052004,2
052005,2
052006,11
053007,1
053008,2
054009,11
061001,76
061002,17
062003,14
062004,14
063005,2
063006,13
064007,4
064008,15
071001,17
071002,5
072003,30
072004,26
073005,62
073006,23
074007,6
074008,9
074009,5
075010,6
075011,3
076012,2
076014,6
076015,20
081001,17
081002,39
081003,15
081004,7
081005,1
082006,9
082007,3
082008,2
083009,5
084011,3
084012,9
091001,16
091002,2
091003,3
091004,7
092005,10
092006,8
092007,10
092008,3
093009,6
093010,6
093011,4
094013,9
094014,1
094015,8
094016,2
095017,3
095018,1
095019,4
095020,8
101002,1
101003,4
102004,7
102005,3
102006,4
103007,11
104008,9
104009,7
111002,1
111003,2
112004,3
112005,5
113006,4
113007,12
113008,1
114009,8
114011,8
115012,1
115013,16
121001,12
121002,10
122003,11
122005,8
124006,5
124007,22
125008,1
125009,3
126011,18
