id,points_of_interest
1100102,2
1100103,1
1100205,2
1100206,5
1100207,3
1100308,3
1100309,2
1100310,4
1100311,2
1100312,2
1100416,1
1200517,1
1200520,1
1200522,1
1200628,1
1200629,1
1300730,1
1300733,1
1300834,2
1300836,1
1400937,2
1400942,1
1401043,1
1401046,1
1401047,2
2100101,1
2100102,3
2100104,1
2100106,2
2200207,1
2200208,2
2200209,1
2200210,1
2200212,1
2200213,1
2300315,1
2300316,1
2400521,1
2400522,1
2500727,1
2500728,1
2500729,1
2500835,1
3400826,2
3601141,1
3601142,1
3701554,1
4100101,2
4200203,2
4200309,1
4200310,1
4200311,1
4300414,1
4300517,2
4300619,1
4300621,2
4300622,1
4300623,1
4400835,1
4500936,1
4501042,4
4501043,1
4501045,2
4501146,1
4501147,1
4501148,1
4501152,1
4501153,2
5100316,2
5300736,1
5300737,1
5300840,2
5300841,1
6100102,1
6100103,1
6400839,1
6400840,1
6400842,1
6400844,4
7100101,2
7100102,1
7100205,1
7100206,1
7200307,1
7200308,2
7200409,1
7200411,1
7300516,1
7300517,1
7400721,1
7400824,3
7400825,1
7501030,1
7501133,1
8100104,1
8100105,1
8100206,1
8100207,1
8100209,1
8100314,2
8200622,1
8200726,1
8200727,2
8300934,1
8300935,1
8301037,2
8401244,1
10200524,3
10200628,2
10200630,1
10300733,1
10300734,1
10400836,1
11300724,1
11300826,1
11400930,1
11401137,1
12100103,1
12100204,1
12100205,1
12100206,1
12200309,1
12200310,1
12200411,1
12200412,1
12200515,2
12500926,2
12500930,1
