id,points_of_interest
00,109
11001,146
11002,101
11003,110
11004,16
12005,14
12006,41
13007,11
13008,11
14009,28
14010,17
21001,46
22002,21
23003,26
23004,8
24005,27
24006,146
25007,4
25008,16
31001,32
32002,11
32003,2
33004,1
33005,1
34006,11
34007,23
34008,3
35009,30
35010,10
36011,7
36012,9
36013,3
36014,17
37015,8
37016,17
41001,7
42002,44
42003,20
43004,58
43005,1
43006,40
44007,11
44008,13
45009,21
45010,58
45011,23
51001,5
51002,1
51003,4
52004,1
52005,3
52006,5
53007,2
53008,11
54009,17
61001,2
61002,11
62003,3
62004,1
63005,8
63006,7
64007,42
64008,22
71001,10
71002,19
72003,5
72004,11
73005,2
73006,4
74007,7
74008,18
74009,8
75010,1
75011,1
76013,1
76014,1
81001,4
81002,27
81003,10
81004,12
81005,16
82006,4
82007,68
82008,3
83009,1
83010,3
84011,1
91001,34
91002,27
91003,22
91004,19
92005,100
92006,8
92007,10
92008,4
93009,5
93010,2
93011,4
94013,5
94014,14
94015,29
95017,16
95018,5
95019,6
95020,5
101001,19
101002,27
101003,46
102004,21
102005,5
102006,12
103007,8
104008,6
104009,2
111001,4
111002,15
111003,12
112004,1
112005,9
113006,23
113007,23
113008,6
114009,40
114010,130
114011,20
115013,12
121001,38
121002,22
122003,5
122004,11
122005,5
124006,1
124007,5
125009,2
126011,3
