id,points_of_interest
0000,15
1100103,3
1100104,1
1100206,1
1100308,2
1100309,3
1100310,3
1100311,2
1100312,4
1100313,1
1100415,2
1100416,2
1200517,1
1200519,3
1200520,2
1200521,2
1200522,1
1200623,3
1200624,1
1200625,1
1200626,2
1200629,1
1300730,6
1300731,1
1300732,3
1300733,4
1300834,3
1300835,2
1300836,3
1400937,3
1400939,1
1400942,2
1401043,2
1401044,3
1401046,1
1401047,1
1401048,2
1401049,1
2100102,2
2100103,1
2100104,3
2100105,2
2100106,2
2200207,1
2200208,4
2200210,3
2200211,3
2200212,2
2300314,6
2300417,1
2300418,4
2300419,2
2400520,3
2400521,2
2400522,2
2400623,1
2400624,8
2500726,1
2500727,2
2500728,1
2500830,1
2500831,2
2500832,2
2500834,2
2500835,4
3100103,2
3200308,1
3200310,1
3300411,1
3300516,1
3400620,1
3400721,2
3400723,1
3400826,1
3500935,1
3500936,2
3601141,2
3601142,2
3601346,1
3601347,2
3601348,3
3601451,1
3701554,1
3701659,2
3701660,2
4100101,2
4200207,1
4200308,2
4300413,3
4300416,1
4300517,1
4300518,2
4300622,4
4400726,1
4400830,1
4400833,3
4400834,1
4500939,2
4501040,1
4501042,1
4501043,1
4501044,1
4501045,2
4501147,1
4501148,1
4501150,1
4501153,1
5100101,1
5100103,1
5100104,3
5100314,1
5100316,2
5200527,3
5200528,1
5200634,1
5300841,4
5400943,1
6100205,1
6100207,2
6200313,2
6200421,1
6200423,1
6300526,2
6300527,1
6300528,1
6300630,1
6300633,1
6400735,1
6400838,1
6400840,1
6400841,1
7100102,1
7100103,1
7100204,1
7100205,2
7200308,1
7200409,1
7200410,2
7200411,2
7200414,2
7300516,2
7300618,1
7300619,3
7400721,4
7400822,1
7400824,1
7400825,1
7400927,2
7501029,1
7501030,2
7501031,1
7501032,1
7501133,1
7601237,2
8100102,5
8100104,1
8100105,1
8100206,2
8100207,3
8100208,2
8100209,2
8100310,1
8100311,3
8100312,1
8100314,1
8100415,2
8100417,1
8100418,2
8100521,3
8200623,1
8200726,1
8200729,1
8200833,2
8300934,1
8300935,2
8401243,1
9100101,2
9100202,1
9100304,1
9100407,1
9100408,2
9200510,1
9200512,2
9200613,1
9200717,1
9200819,3
9300920,1
9300922,1
9300923,1
9301025,2
9301126,1
9401329,2
9401534,1
9501737,1
9501838,1
9501940,2
10100102,1
10100210,2
10100312,1
10100313,1
10100314,1
10200421,1
10200524,1
10200526,1
10200629,1
10300732,1
10400836,1
10400938,1
10400941,3
11100204,2
11100206,1
11100307,5
11100308,1
11200410,1
11200411,1
11200512,1
11200513,1
11300616,1
11300618,1
11300724,1
11300725,2
11300826,1
11400928,1
11400929,3
11400931,1
11401033,2
11401135,3
11401136,1
11501238,1
11501339,3
11501341,1
12100102,3
12100205,1
12100206,1
12200308,1
12200411,1
12200515,3
12400616,1
12400721,4
12400723,2
12601134,4
12601235,2
