id,points_of_interest
00,38
11001,7
11002,4
11003,44
11004,18
12005,27
12006,18
13007,30
13008,18
14009,22
14010,52
21001,20
22002,35
23003,23
23004,20
24005,7
24006,11
25007,29
25008,73
32002,2
32003,2
33005,1
34006,1
34007,8
34008,8
35009,19
35010,1
36011,21
36012,11
36013,23
36014,2
37015,22
37016,12
41001,1
42002,1
42003,4
43004,9
43005,1
43006,31
44007,1
44008,7
45009,4
45010,15
45011,15
51001,1
51003,8
52004,1
52005,2
52006,6
53007,2
53008,2
54009,1
61001,6
61002,7
62003,5
62004,4
63005,2
63006,3
64007,2
64008,5
71001,5
71002,9
72003,8
72004,19
73005,5
73006,3
74007,4
74008,7
74009,2
75010,4
75011,2
76014,1
76015,1
81001,29
81002,25
81003,33
81004,16
81005,2
82006,5
82007,1
83009,2
84011,1
84012,2
91001,8
91003,7
91004,2
92005,9
92006,4
92007,5
93010,1
93011,3
94015,2
95017,1
95019,5
101001,1
101002,1
101003,1
102005,2
102006,1
103007,3
104008,2
111002,1
111003,1
112004,3
112005,2
113006,1
113007,8
113008,2
114009,19
114010,1
114011,4
115012,1
121001,11
121002,7
122003,3
122005,9
124006,1
125008,1
