id,points_of_interest
0000,17
1100101,2
1100102,5
1100103,5
1100104,3
1100206,9
1100207,2
1100308,6
1100309,31
1100310,14
1100311,2
1100313,1
1100414,5
1100415,16
1100416,9
1200517,2
1200518,2
1200519,3
1200520,4
1200521,1
1200522,1
1200623,3
1200624,1
1200625,2
1200626,1
1300730,4
1300731,6
1300732,4
1300733,8
1300834,2
1300836,17
1400937,7
1400938,7
1400939,6
1400942,2
1401043,10
1401044,4
1401045,8
1401046,6
1401047,6
1401048,6
1401049,7
2100101,4
2100102,2
2100106,1
2200207,1
2200208,5
2200209,10
2200210,2
2200211,8
2200212,4
2200213,7
2300314,15
2300315,2
2300316,2
2300417,8
2300418,7
2300419,6
2400521,2
2400522,2
2400623,2
2400624,5
2400625,3
2500726,3
2500727,3
2500728,3
2500830,6
2500831,5
2500832,6
2500833,22
2500834,13
2500835,1
3100101,1
3100102,1
3200206,1
3400721,2
3400723,2
3400826,2
3400827,1
3400829,1
3500934,2
3500935,3
3500936,5
3501037,1
3501038,1
3601139,1
3601141,3
3601142,9
3601243,4
3601245,5
3601346,6
3601347,7
3601348,4
3601450,1
3701554,11
3701555,12
3701556,5
3701658,2
3701659,6
3701660,4
4200205,1
4200207,1
4200308,1
4200310,1
4300413,1
4300414,2
4300416,7
4300518,2
4300619,2
4300621,2
4300622,5
4300623,5
4300624,7
4400832,2
4500936,2
4500937,1
4500938,2
4500939,2
4501040,1
4501041,5
4501042,11
4501043,2
4501045,4
4501148,1
4501149,2
4501151,1
4501152,1
5100101,1
5100316,2
5200629,1
5200630,1
5200631,3
5300737,1
6100102,1
6100103,2
6100205,1
6100207,3
6100209,1
6200312,1
6200314,1
6200422,1
6300525,1
6300526,2
6300633,2
7100101,2
7100102,20
7100103,5
7100204,4
7100205,1
7100206,5
7200307,4
7200308,4
7200409,6
7200410,1
7200411,4
7200413,2
7200414,1
7300515,2
7300516,4
7300618,3
7300619,1
7400721,1
7400823,1
7400825,1
7400927,1
7501030,1
7501134,1
7601442,1
8100101,1
8100102,5
8100103,1
8100104,2
8100105,3
8100206,12
8100207,1
8100208,14
8100209,3
8100310,9
8100311,15
8100312,12
8100313,1
8100314,7
8100415,4
8100416,8
8100417,11
8100418,5
8100419,2
8100521,1
8200623,1
8200730,1
8200832,1
8300934,1
8301037,1
8401246,1
9100101,2
9100304,1
9100305,1
9100408,1
9200510,2
9200511,3
9200613,6
9200715,1
9200716,1
9200819,1
9301126,1
9401431,1
9401534,5
9501737,1
9501939,2
9501941,1
10100102,2
10100103,4
10100210,1
10100312,1
10200417,1
10200421,4
10200423,1
10200525,1
10200526,1
10200628,1
10200630,1
11100204,1
11100206,1
11200410,2
11200411,1
11200512,1
11200514,2
11300616,2
11300617,2
11300618,1
11300724,2
11300725,4
11300826,2
11400927,1
11400929,7
11400931,2
11401033,1
11401135,1
11501238,1
11501340,1
12100101,6
12100102,2
12100103,3
12100204,2
12100205,1
12200308,1
12200309,7
12200515,5
12400720,1
12400721,1
12400723,1
12500824,1
12500927,1
12500928,1
12500929,1
12500930,1
12601032,1
12601134,1
12601236,1
