id,points_of_interest
0000,8
1100206,1
1100309,1
1100416,3
1200522,1
1200629,1
1400942,1
1401048,2
2200211,2
2200212,1
2200213,1
2300315,3
2300418,1
2400521,1
2400522,1
2400623,2
2500833,1
2500834,1
3400619,1
3400723,1
3500935,1
3601141,1
3601347,1
3701555,3
3701660,1
4200309,1
4300413,1
4300517,1
4300623,1
4400833,1
4500938,1
4501043,2
4501147,1
4501149,1
5100316,1
5300736,1
6100102,2
6200313,1
6200422,1
6300526,1
6300631,1
6300633,1
6400735,1
6400839,1
7100102,1
7200308,2
7200409,1
7501133,1
8100209,1
8100310,4
8100416,1
8100419,1
8301037,1
9100101,1
9100407,1
9200613,2
9200715,1
9200716,1
9401534,1
9501737,2
9501939,1
10100103,1
10100312,1
11200411,1
11300617,1
11401033,1
11401137,1
11501340,1
11501341,1
12500926,1
12500929,1
