id,points_of_interest
0000,4
1100205,1
1100206,2
1100308,3
1100415,2
1200625,1
1200626,1
1300836,1
1400938,17
1400942,2
1401045,1
1401048,1
2100102,2
2100104,1
2200210,1
2200211,1
2300417,1
2400624,3
2500833,1
2500834,1
3100103,2
3200206,1
3300412,1
3400723,3
3400725,1
3500933,1
3501038,1
3601142,1
3601347,1
3601449,1
4200308,1
4300414,1
4300416,1
4300622,1
4300623,3
4400727,1
4400834,1
4500938,2
4500939,2
4501042,1
4501045,2
4501147,1
4501151,1
4501153,2
5100316,2
5400942,1
6100101,1
6200314,1
6200315,1
6200422,1
6300629,1
6400736,1
6400838,2
6400842,1
7100101,1
7300618,1
7400927,1
7501030,1
7501135,1
7601544,1
8100105,1
8200832,1
8401139,1
9100407,1
9200715,1
9200716,1
9200819,2
9401534,1
9501737,1
9501838,1
10100312,1
10200421,1
10400939,1
11200514,1
11300617,1
11300620,1
11300724,1
11400929,1
11401136,1
11501340,1
11501341,1
12200309,2
12200515,3
