id,points_of_interest
0000,68
1100206,6
1100308,9
1100309,11
1100310,20
1100311,2
1100415,8
1100416,5
1200520,2
1200625,4
1200628,8
1300733,4
1300834,3
1300835,3
1400938,2
1400942,4
1401045,5
1401048,2
1401049,3
2400520,6
2400521,4
2400522,2
2400624,2
2400625,2
2500726,4
2500727,4
2500728,4
2500830,4
2500831,6
2500832,6
2500833,7
2500834,4
3200205,6
3200206,12
3200207,10
3200308,8
3200309,2
3200310,4
3300516,12
3400618,8
3400620,2
3400723,12
3400724,4
3400725,2
3400826,5
3500933,5
3500934,6
3500935,2
3500936,8
3501037,3
3501038,11
3601139,4
3601140,2
3601141,5
3601142,9
3601243,5
3601244,3
3601245,6
3601346,5
3601347,2
3601348,2
3601449,6
3601450,3
3601451,5
3601452,6
3701554,4
3701555,2
3701556,7
3701657,7
3701660,5
9100407,9
9100408,7
9100409,6
9200510,11
9200511,5
9200512,9
9200613,6
9200715,12
9200716,1
9200717,4
9200819,15
9301126,19
9301227,6
9301228,5
9401329,13
9401330,6
9401534,11
9501736,10
9501737,32
9501838,6
9501939,10
9501940,5
9501941,2
9502042,3
9502043,10
10100102,6
10100104,3
10100206,3
10100208,6
10100210,12
10100311,22
10100312,6
10100313,3
10100314,6
10100315,2
10100316,9
10200417,3
10200418,6
10200419,3
10200421,2
10200422,4
10200524,12
10200525,3
10400939,10
10400940,25
11100203,2
11100204,4
11100205,2
11100307,6
11100308,2
11100309,7
11200410,9
11200411,8
11200512,5
11200513,8
11200514,6
11200515,9
11300616,4
11300617,4
11300618,1
11300619,2
11300620,7
11300721,16
11300722,10
11300723,2
11300725,8
11400927,2
11400931,1
11401032,3
11401137,6
11501238,8
11501339,2
11501340,2
11501341,14
