id,points_of_interest
0000,23
1100102,2
1100103,1
1100206,6
1100207,1
1100308,4
1100309,2
1100312,1
1100415,2
1200518,1
1200522,1
1200623,1
1200628,1
1200629,1
2100101,1
2200209,1
2200210,1
2200211,1
2300314,1
2300418,2
3100103,1
3300411,1
3400619,1
3400723,1
3500936,1
3601142,1
3601449,1
3701554,1
3701556,1
3701660,2
4100101,1
4200309,1
4300412,1
4300413,1
4300619,1
4300622,4
4300624,1
4400726,1
4400830,1
4400834,1
4501041,1
4501042,1
4501146,1
5100101,1
5100209,1
5100316,1
5200527,1
5300737,1
5400943,1
6100102,1
6200316,1
6400735,1
6400843,6
6400844,1
7100204,1
7300619,1
7601544,2
8100206,1
8100207,1
8100208,1
8300935,2
8401243,1
9200511,1
9200613,1
9200715,1
9200717,2
9300922,1
9501737,1
10100210,1
10100312,1
10200422,1
10200628,1
10400939,1
11100307,1
11300617,1
11300721,1
11300722,1
11401034,1
11401137,1
12400721,2
12601134,1
